text,insult,obscene,ideology,lgbtqphobia,racism,sexism,xenophobia
kkk falo tudo cara . a mulher tenta foder toda a porra da história dos lobisomens e vampiros !,1,1,0,0,0,1,0
isso e uma vergonha para o brasil nosso pais não e la dessas coisas mas com esse anuncio piorou ate o futebol está dentro disso isso e uma vergonha para o nosso pais !,1,0,1,0,0,0,0
de mais ! jogou fora um projeto de anos fora em minutos . agora aguente as consequências,1,0,0,0,0,0,0
e uma gordinha muito bonita,1,0,0,0,0,1,0
cala boca moleque . estes são os ministros que mais fizeram em toda as história . essa tia birrinha e muito infantil,1,0,0,0,0,0,0
não tem mais o que conversar tem que afastar logo esse presidente vagabundo !,1,0,0,0,0,0,0
retweeet quem come primeiro a parte da bolacha e demente,1,0,0,0,0,0,0
foda se estamos junto !,1,1,0,0,0,0,0
num dos momentos mais triste e terrível do brasil e do mundo e esse bosta esta fazendo campanha e politicagem e um bando de burros e egoísta apoiando enquanto outros choram pela perda dos seu entes queridos nesse momento tenho vergonha de ser brasileiro . rosto chorando,1,0,1,0,0,0,1
e então o levanta você não está de hospede,1,0,0,0,0,0,0
os mesmo olhos que eu crepusculo do caralho,1,0,0,0,0,0,0
você sabe que o autor desse livro estava drogado quando o escreveu ? o zeca dirceu com família de ladroes alucina também ! rosto chorando de rir rosto chorando de rir rosto chorando de rir,1,0,1,0,0,0,0
que achou essa propagando horrível que sem noção,1,0,0,0,0,0,0
parabéns pelo comentário são hipócritas mesmo,1,0,0,0,0,0,0
não suporto essa carol ela parece está drogada o tempo todo .,1,0,0,0,0,0,0
eu sou o moleque ridículo disse a criança com desenho animado no nickname . homem decepcionado pele clara,1,0,0,0,0,0,0
isso mesmo . chamem negros de neguinho mandem todos tomar no cu digam que so tem puta e não esqueçam de falar das moreias . ah e tem que chamar todo mundo de analfabeto funcional com toxoplasmose . a não ser os que acreditam em terra plana e sezão .,1,1,0,1,1,1,0
mulher e o diabo vôo .,1,0,0,0,0,1,0
menina chata,1,0,0,0,0,1,0
e fumou muita maconha bebeu demais e falou muita merda também que sirva de lição e boa sorte na sua caminhada !,1,1,0,0,0,0,0
kkk boca suja,1,0,0,0,0,0,0
não entendo o porque desses famosos serem estão cafonas .,1,0,0,0,0,0,0
está mas porque tu mordeu o pimentão caralho,1,1,0,0,0,0,0
so merda . tem medo das pessoas que falam o que pensão,1,0,0,0,0,0,0
não entendo porque fica com medo dela ? tem homem nessa porra não .,1,1,0,0,0,1,0
quando esse presente morrer logicamente sem duvida nenhuma o nome dele serás escrito no livro das trevas do fogo do inferno ogro caveira fogo isso sim ele vai pro fogo do inferno,1,0,0,0,0,0,0
e isso a ultima coisa massa foi o mendigo ter dito que votou no bolsonaro agora depois disso está tendo so imbecilidade,1,0,0,0,0,0,0
esse mendigo fala melhor que os caras que estar entrevistando ele aprende falar um pouco com esse cara kkk,1,1,0,0,0,0,0
e que fala e no cu como se de crepusculo quem e dessa merda filme me sim parado se e felizão no cu,1,1,1,0,0,0,0
etc to esperando você voltar filho da puta,1,1,0,0,0,0,0
vou queimar minha cota de hate diário recreativo com prazer vai se foder bando de canalhas !,1,1,0,0,0,0,0
eu estou tentando comer ela mas está complicado . ela e virgem e esta complicado ate de eu passar a mao na boceta dela . essa porra está muito estranha acho que vou pagar a foda fora .,1,1,0,0,0,1,0
no porque cambie assina a persianas inocentes buchichos que solo por estar en el lugar equivocado paga lo que no debes para pero esta las ledes o acaso tu credes que los policias ary militares no son corruptos sádicos enfermos mentares ? credes que no hay de todo alai ?,1,0,1,0,0,0,0
homem e um bicho estranho ao mesmo tempo ridículo rolando no chão de rir,1,0,0,0,0,1,0
se manca é a lea aze boceta,1,1,0,0,0,1,0
todos deveriam sumir do brasil . abandonar esse pais onde leis protegem bandidos,1,0,1,0,0,0,1
quem acha que a jogo está errada passa pano pra e e folgado pra,1,0,0,0,0,0,0
a juiza e pilantra igual a sergio quer impor a lei da mordaça ameaçando e obrigado o hum o prelado lula a ficar calado armação geral do judiciário julgador de curitiba de sergio,1,0,1,0,0,0,0
ele mandou um foda se pros apoiadores dele kkk,1,1,0,0,0,0,0
pedófilo kkk mds e tanta idiotice que chega a ser engraçado,1,0,0,0,0,0,0
que nojo desses comentários . todo mundo merece respeito quando vocês vão entender isso ?,1,1,0,0,0,0,0
seus bando de ladroes .,1,0,1,0,0,0,0
não esse tipo de viado tosco rosto nauseado rosto vomitando,1,0,0,1,0,0,0
no gracitas epa suficiente ganas con castilho ary la bancada lei como para quedar a mas gente incompetente e ignorante,1,0,0,0,0,0,0
hum si el burro hipócrita,1,0,0,0,0,0,0
era para ser uma ofensa ? antes ter quilogramas em cada uma do parecer uma gondola enorme,1,0,0,0,0,0,0
fanáticos não de qualquer pessoas que tenha mais de neurônios,1,0,0,0,0,0,0
suma logo seu insuportável do cacete vai se foder come macho chato da porra está na hora de tirar meu nome da boca já que eu sou estão lixo como dizes,1,1,0,0,0,1,0
fiz strogonoff e estou na maior larica e logo vou comer com feijão foda-se meu corpo minhas regras,1,0,0,0,0,0,0
sla viado depois desse explose ai que eu vi puta que pariu eu não sei quem e pior ford so sei que mais uma vez se prova que mono casulo e tudo doente,1,0,0,0,0,0,0
no final a única que foi prejudicada mesmo foi a própria os vagabundos já estão felizes e transando !,1,1,0,0,0,0,0
esta mandando muito tomara que perca esta se achando a dona se fosse eu já teria quebrado a cara dela,1,0,0,0,0,0,0
as leis do brasil para este caso são porcas !,1,0,1,0,0,0,0
eu vou ser uma pessoa que saiu do lixo pro luxo sem saber matem-me tica anã física sim !,1,0,0,0,0,0,0
o comunismo deveria ser criminalizado pois escraviza o próprio povo trabalha pro governo compra do governo não pode morar onde quer nem trabalhar onde quer e muito menos deixar o pais . e um grande presidio !,1,0,1,0,0,0,0
foda a,1,1,0,0,0,0,0
cajadada no le gusto lo que le dormis que me bloqueio hahaha parece bicha rosto chorando de rir rolando no chão de rir,1,0,0,1,0,0,0
este hijueputa guerrilheiro . inebriando a la humilde feminista .,1,0,0,0,0,1,0
lamentável acredita que existe pessoas que apoia o lgbt,1,0,0,1,0,0,0
a internet permite quem está la na puta que pariu me estressar aqui no confia do meu lar mulher decepcionada pele clara,1,0,0,0,0,0,0
estou impressionado com a maldade dos calculadores porque eles sabem que nem o nem o estavam defendendo o nazismo . eu confesso que não gosto nem do nem do mas mentir pra prejudicar eles seria algo atormentador . cuidado a todos que defendem essa hipócrita cultura de cancelamento um dia serão atacados por ela .,1,0,1,0,0,0,0
esta em tudo menos na parte que que a e ela e pra karalho,1,1,0,0,0,0,0
sim . duas porcarias .,1,0,0,0,0,0,0
meu mas eu to para ver uma pessoa cara de pau igual esse sujeito,1,0,0,0,0,0,0
o estado e uma potencia criminosa e terrorista . ele que fez o holocausto ele que fez as ditaduras ele que fez as guerras ele que fez a pandemia . e simple resolver o problema,1,0,1,0,0,0,0
tiro de contexto o que moleque so falou merda e quer está certo,1,0,0,0,0,0,0
precisamos sim falar sobre isso . e assim como comunismo . em poucos minutos de pesquisa qualquer um descobre que o matou tanto quanto ou ate mais que o próprio nazismo condenar um e politizar outro e hipocrisia !,0,0,1,0,0,0,0
kakakakakak esse povo no brasileiro so escuta sertanejo bregafunk e todas essas porcarias por isso não conhece musica de verdade .,1,0,0,0,0,0,1
meu pau no seu botão,1,1,0,0,0,0,0
chibos las caras de barreta no debe ser psicopata como menino,1,0,0,0,0,0,0
alguém tem o link pro orgia de travesti original ? não consigo mais achar,1,1,0,1,0,0,0
o cara transou com a mulher do outro e ainda cita deus . pra mim isso e hipocrisia igual dizer eu sou o mais humilde da festa . que se solidarizou por favor tenha pena de como a situação de rua destrói alguém e não do pecador em si . não estou dizendo para jogar pedras estou pedindo que deixe de ser influenciado e reconheça o machismo onde ha .,1,0,0,0,0,1,0
a eu roraima pra porra e nunca usa a porra da cam seta no fá leme,1,0,0,0,0,0,0
não justifica a agressão . ! mas infelizmente nunca na história das eleições deste pais alguém plantou tanto ódio na própria população . idiotas apartidários ferram esta nação . um preso sendo cogitado como presidente o outro um omissão e corrupto sem preparo algum sendo ovacionado . um belo combustível para soletrados fazerem o caos no pais . não se trata de partido mas bom senso e coerência entre esquerda e direita . alimentamos divisões de todas as formas nesta nação . enquanto não olharmos para o próximo e vê lo como ser humano estaremos fadados a isso . lastimável !,1,0,1,0,0,0,0
odeio meu padrasto machista abusado do caralho,1,0,0,0,0,1,0
o cara e um orador usou muitas técnicas de discurso e hipnose conversacional caralho !,1,0,0,0,0,0,0
veja os vídeos do mito o babaca .,1,0,1,0,0,0,0
os caminhoneiros estão na merda bolsonaro não esta nem ai o diesel caríssimo e tem caminhoneiros ainda apoiando o bolsonaro essa turma tem mais e que se foder tem que pagar o diesel a reais o litro para pastar no mato . típico de pessoas sem inteligência .,1,0,1,0,0,0,0
pois e decaiu depois de sofrer uma lavagem cerebral das feministas,1,0,1,0,0,1,0
retweeet tenho cara de idiota ? não responda .,1,0,0,0,0,0,0
bandidos nojentos,1,0,1,0,0,0,0
como explicar pras crianças e lgbt ? que porra e essa king ?,1,0,0,1,0,0,0
o velho na moral quem fala mal do novo filme do batman o famoso the batman e otário .,1,0,0,0,0,0,0
kkk . sem a porra de um motivo . e uma de olhares ! . eu sou fa da saga mas e muito bom . pior que seus vídeos fazem sentidos . não canso de ver,1,1,0,0,0,0,0
esse cara e engraçado veja a menina manda aqui,1,0,0,0,0,0,0
kakakakkakaa porra ela que morra man eu hein palhaçada tu e perfeita man vá se foder,1,0,0,0,0,1,0
tem vida seu peido do capeta ! kkk,1,0,0,0,0,0,0
esse vai acabar se matando mds muito pressão encima dele kkk,1,1,0,0,0,0,0
ele tem problema psicológico .,1,0,0,0,0,0,0
não vou mais assistir esse canal de televisão vocês são todos uns traidores da pátria,1,0,0,0,0,0,0
que homem ridículo,1,0,0,0,0,1,0
sim ele e inteligente mais ele so esta falando bem dela porque gostou da transa agora não venha tratar ele como um santo !,0,1,0,0,0,1,0
e o bonde da catuaba neguinho . beira mar falo ossada so eu o selinho choro ué se fodeu . e o barato e louco e o processo e lento liberdade pros já pros irmão do sofrimento bíceps pele morena escura mãos juntas pele morena quimono de artes marciais quimono de artes marciais rosto de urso rosto de urso bandeira triangular bandeira triangular cadeado fechado com chave cadeado mãos para cima pele morena escura,1,1,0,0,1,0,0
queria o dedo quente no cu gelado foi foda ! ribalta ! uiasuiasuiuasias manda muito ! abraco,1,1,0,0,0,0,0
me mando un link todo raro no me termine de meter se mando solo ary epa hay como persianas preguntando que que és pero que pena marica como se te olvide,1,0,0,1,0,0,0
vampiro de merda !,1,0,0,0,0,0,0
esse demente precisa de um psiquiatra . um verdadeiro idiota com mania de perseguição .,1,0,0,0,0,0,0
o povo e estuprado por esse governo de merda todo dia ai quando tem a chance de economizar um pouco vem o empresário filho da puta que vive de vender produto merda pra tentar acabar com isso .,1,0,1,0,0,0,0
deixa o felipe em paz cada um tem suas opiniões . e apenas um troll que não sabe de nada aposto que nem viu o filme,1,0,0,0,0,0,0
o bispo valdomiro a mesma coisa pra ganha ibope ? cu sujo mesmo esse bolsonaro,1,0,0,0,0,0,0
achei foi pouco homem escroto !,1,0,0,0,0,1,0
e importante dizer uma coisa nem sempre a pratica acompanha os discursos . o comunismo por exemplo fala de uma tal igualdade um mundo utópico mas a verdade e que o foi e e o sistema que mais matou e mata . os países da america do sul estão passando por essa desgraça . de ontem para hoje centenas de pessoas que se disseram ofendidas pela fala do monark horas depois publicaram em suas redes sociais matou foi pouco ou seja uma hipocrisia absurda indignação por um sistema maldito que matou milhões mas exaltando outro sistema maldito que matou milhões . lembrando que o comunismo matou negros gays mulheres crianças cristãos etc . todos esses sistema de poder são ! todos so espalharam morte nessa terra .,1,1,1,0,0,0,0
retweeet seguidores queridos se dizem de direita e segue um lixo deste assume melhor eu ficar so com os antigos que conheço por .,1,0,0,0,0,0,0
falou merda como muitas vezes . mas dessa vez foi uma merda grande ! o e o não podem pagar pela merda do monark ! a vida segue !,1,1,0,0,0,0,0
mi bueno no és hacer feliz a donde mi bueno és verme en un futuro enfermo de gente estúpida que me rodeei .,1,0,0,0,0,0,0
na hora de fazer o filho com um cara mau caráter foi bom né ? vou deixar mais claro pai e quem faz quem cria e otário . se o cara quiser criar o filho de outro cara beleza mas eu não prestaria esse papel . a responsabilidade não seria minha minha .,1,0,0,0,0,0,0
retardada,1,0,0,0,0,1,0
essa mulher vai encarar a realidade um dia ! se aproveitando da fragilidade de um homem carente e muito carnal . pois isso e totalmente abominável aos olhos de deus . mulher carnal sem deus ! maligna possuída por um espirito de prostituição .,1,0,0,0,0,1,0
citam eles como exemplo de vida né . de pais desenvolvido . meu cu pô são ricos e nada mais . e pago pau nos esportes pra eles so,1,0,0,0,0,0,1
como que o cara conseguiu defender o nazismo ? tem que parar de usar droga na moral,1,0,1,0,0,0,0
que vergonha esse pais so tem gay,1,0,0,1,0,0,1
puta que pariu minha vida e um meme porque so comigo acontece essas coisas,1,1,0,0,0,0,0
torcia por ela . agora se mostrou mais um saco de lixo la dentro ! falta de caráter e um dos piores defeitos que um ser humano pode ter . firmou um acordo e em menos de semana voltou atrás no que disse . mostrou que a palavra dela vale menos que um risco não agua . vai se queimar fogo,1,0,0,0,0,0,0
to sendo bem trouxa me submetendo a isso mds,1,0,0,0,0,0,0
inacreditável que as pessoas aqui nos comentários vejam o cara expor a mulher dizendo em detalhes picantes o que ele fez com ela e ainda insistam nessa balela que o cara respeita as mulheres . o cara que fez gestos obscenos para uma menor a filha da mulher em questão ! o povo brasileiro nasceu para ser feito de idiota não e possível !,1,1,0,0,0,1,1
mano esse ganga e um demônio fodido insuportável se aceitasse que e um fracassado era melhor seu lixo porco nojento de merda set seu bosta,1,1,0,0,0,0,0
caralho que história louca,1,0,0,0,0,1,0
kkk malandro demais . a mulher quis da ele não tem culpa . o corno bravo do marido que fica insistindo que foi estupro .,1,0,0,0,0,1,0
não e um bom jogador ele e um bom farsante,1,0,0,0,0,0,0
